episode,reward,evacuated,died,avg_steps,avg_hp,epsilon,loss,duration
1,-10254.0,2,11,4.0,87.5,0.22876792454961012,1127.1199471609932,0.9539635181427002
2,-678.0,3,10,8.666666984558105,66.66667175292969,0.1,1619.078667891653,0.6613731384277344
